website,country,email,description,name
www.nevadamining.org,United States,info@nevadamining.org,None,Nevada Mining Association
www.minerals.nv.gov,United States,ndom@minerals.nv.gov,"
			The mission of the Nevada Division of Minerals is to encourage and assist in the responsible exploration for and the production of minerals, oil, gas and geothermal energy, which is economically beneficial to the state.		",Nevada Division of Minerals
www.netafimusa.com/mining,United States,None,None,Netafim USA
www.innovativeequipment.org,United States,None,None,Neptune Automated Wash Solutions
www.nelsonirrigation.com/products/application/mining,United States,steve.mccoon@nelsonirrigation.com,"
			Nelson Irrigation Corporation manufactures Big Gun Sprinklers, 800 Series Valve and TWIG Wireless Control products used in mine and haul road dust suppression and wash-down applications. Manufactured in Walla Walla, Washington, and sold worldwide.		",Nelson Irrigation Corporation
www.nelsonbrothers.com,United States,lhammack@nelbro.com,"
			Founded in 1956, Nelson Brothers is a leading manufacturer and distributor of explosive products and services to many of the largest surface coal and aggregate producers in the U.S. and to customers worldwide via its specialty chemical business.		",Nelson Brothers Inc.
www.nrec.ri.cmu.edu,United States,None,None,National Robotics Engineering Center
www.nationalpumpcompany.com,United States,None,None,National Pump Co.
www.nov.com,United States,None,None,National Oilwell Varco
www.ezconveyorsolutions.com,United States,None,None,Nelson Williams Inc.
www.mininghalloffame.org,United States,info@mininghalloffame.org,"
			Located in the historic mining city of Leadville, Colorado, the mission of the federally-chartered, non-profit National Mining Hall of Fame and Museum is to ""Tell the story about mining, its people, and its importance to the American public.""		",National Mining Hall of Fame and Museum (NMHFM)
www.nationalgearrepair.com,United States,tony@nationalgearrepair.com,"
			National Gear Repair — manufactures all types of gears for the mechanical transmission of power. Free pick up and delivery and free quotes in U.S.		",National Gear Repair Inc.
www.nationalcompressedair.com,Canada,info@nationalcompressedair.com,"
			NCA Canada offers the widest range of high pressure compressors, boosters, exploration equipment & rubber track carriers for the mining industry. We specialize in custom engineered design solutions that meet our clients' unique requirements.		",National Compressed Air
www.monaflex.com,United Kingdom,repair@monaflex.com,"
			Monaflex is a leader in the repair and vulcanization of damage in all tires, from the largest OTR Earthmovers to the smallest truck. This light, portable system produces fast, higher-quality repairs and reduces downtime.		",MVS Ltd.
www.munrocompanies.com,United States,mpi@munrocompanies.com,"
			Munro manufactures innovative products and solutions to move water, including pumps, pump stations, pump controls, hose assemblies, grooved fittings and specialty valves. Our goals are to solve problems, improve performance and create partnerships		",Munro Companies
www.munciepower.com,United States,info@munciepower.com,"
			Muncie Power Products manufactures hydraulic pumps, motors, cylinders, valves, power take-offs and related components. Founded in 1935, Muncie is part of the Interpump Group with global manufacturing and distribution locations.		","Muncie Power Products, Inc."
www.multotec.com,Canada,niell@multotec.ca,"
			Multotec is a leading manufacturer of mineralprocessing equipment. This includes DMS and hydrocyclones, spiral concentrators and wet and dry sampling equipment, CIP retention screens, rubber and ceramic wear products, dart valves, etc.		",Multotec
www.multiseal.us,United States,info@multiseal.us,"
			Multi-Seal tire sealant enhances the safety of your industrial vehicles by protecting people and equipment. Our formula will seal leaks and punctures up to 1-1/4 inch. Reduce downtime and prevent costly flats. Trust the superior science behind Multi-Seal.		",Multi-Seal
www.multipowerproducts.com,Canada,None,None,Multi-Power Products Ltd.
www.mubea-discsprings.com,United States,None,None,Mubea Inc.
www.mtigroup.com.au,Australia,None,None,MTI Group
www.mtg.es,Spain,None,"
			MTG is an international company specializing in the use of state-of-the-art technology for the design and production of innovative GET systems for earthmoving machinery		",MTG
www.minesite.net,Australia,None,None,MST Global
www.msasafety.com,United States,None,None,MSA
www.mpenviro.com,United States,None,"
			Full-service remediation contractor and waste transportation firm servicing the Western U.S. Terminals in California, Arizona, Washington, Utah and Montana. Capabilities include pond cleanings, hydro-blasting, demolition, centrifuges, excavation and haz-waste transportation.		",MP Environmental
mscrr.com,United States,justin.dupuy@mscrr.com,"
			Mountain States Contracting Inc. provides railroad design, construction, maintenance and repair services throughout the Western U.S.		",Mountain States Contracting
www.motium.com,Australia,None,None,Motium
www.motionmetrics.com,Canada,info@motionmetrics.com,"
			Motion Metrics specializes in developing advanced monitoring solutions designed to improve safety, efficiency and productivity in mining. To date, Motion Metrics systems are employed on more than 250 shovels and loaders in 50 mines worldwide.		",Motion Metrics International Corp.
www.motionmetrics.com,Canada,info@motionmetrics.com,"
			Motion Metrics specializes in developing advanced monitoring solutions designed to improve safety, efficiency and productivity in mining. To date, Motion Metrics systems are implemented on over 250 pieces of equipment in 50 mines worldwide.		",Motion Metrics International Corp.
www.mosebachresistors.com,United States,None,None,Mosebach Mfg. Co.
www.elmontgomery.com,United States,None,None,Montgomery & Associates
www.monicoinc.com,United States,None,None,"Monico, Inc."
www.moldex.com,United States,None,"
			Moldex-Metric, Inc. was established in 1980 and is a U.S.-based privately held manufacturing company with a focus on disposable respirators, reusable respirators and hearing-protection products		",Moldex-Metric Inc.
www.moisttech.com,United States,info@moisttech.com,"
			MoistTech is a world leader in NIR moisturemeasurement technology for instant online moisture instrumentation. Our MoistTech, near infrared (NIR) gauges and sensors, provide the most accurate and repeatable measurements existing.		",MoistTech Corp.
www.modypump.com,United States,sales@modypump.com,"
			Mody Pumps, Inc. is a global pump manufacturer, serving the de-watering, municipal, industrial, marine, rental and waste-management markets by offering a complete range of dewatering, slurry and wastewater pumps. Available in all SS construction.		",Mody Pumps Inc.
www.modularmining.com,United States,None,"
			Founded in 1979, Modular Mining Systems, Inc. is a market-leading provider of powerful informationmanagement solutions that meet the needs of both surface and underground mining operations, worldwide.		","Modular Mining Systems, Inc."
www.mobydick.com,United States,mobywash@us.mobydick.com,"
			MobyDick Washing systems and Dust Control Cannons.MobyDick has 4000 installed Wheel/Undercarriage wash systems solving ""Track-Out"" and fleet washing problems. MobyDick Dust Cannons knock-down dust with low water consumption. Permanent or Portable.		",MobyDick Wheel Washing Systems
www.mobileparts.com,Canada,None,None,Mobile Parts Inc.
www.mobilindustrial.com,United States,None,None,Mobil
www.mmsbrazil.com,Brazil,None,"
			Metal Mechanical Solutions Brazil is a project developed in partnership with Apex-Brasil (Brazilian Trade and Investment Promotion Agency) to enhance exports of Brazilian companies from the metalmechanics sector.		",MMS Brazil
www.mmitank.com,United States,None,"
			Shop-built and site built tanks. Industrial services including plant relocation, equipment installation, rigging and hauling, structural and miscellaneous fabrication and erection, demolition.		",MMI Tank and Industrial Services
www.mmdsizers.com,United States,sizers@mmdusa.com,"
			MMD manufactures sizers and heavy-duty apron plate feeders. MMD invented sizer technology and is the leader in advancing new developments in sizer design. MMD also provides innovative solutions for mobile, semi-mobile and static IPSC applications.		",MMD Mineral Sizing
www.mj-deyi.com.tw,Taiwan,None,None,MJ DE-YI International Ltd.
www.mixtecna.com,United States,None,None,Mixtec North America
www.mmus.com,United States,None,"
			We are a top-tier manufacturer of rock-drilling tools that uses superb engineering combined with advanced manufacturing methods to yield consistently higherquality products for lower-cost drilling in mining, quarry, construction and water well.		",Mitsubishi Materials U.S.A. Corp.
www.mining.mst.edu,United States,None,None,Missouri University of Science & Technology
www.missioncriticalenergy.com,United States,None,None,Mission Critical Energy Inc.
www.miplan.solutions,Australia,enquiries@miplan.solutions,"
			MiPlan is changing the perception of fleetmanagement capability and mobility through the use of smart devices ensuring clients benefit from the rapidly evolving technology market with minimal risk.		",MiPlan Solutions
www.minvu.com,Australia,mike.taylor@minvu.com,"
			MinVu is a world leader in the provision of solutions for mining operations with a focus on data management, reporting and performance measurement. Our integrated reporting supports operational decisionmaking and business-improvement initiatives.		",MinVu Pty Ltd.
www.minovaglobal.com,United States,None,None,Minova
www.mining3.com,Australia,gdeetlefs@mining3.com,"
			Mining3 is an industry-driven, global leader in mining research and innovation. We develop and deliver breakthrough innovation and technologies that transform the productivity, sustainability and safety of the mining industry.		",Mining3
www.miningtag.cl,Chile,None,"
			Safety and productivity through technology. Experts in process automation and monitoring. Using RFID, cameras and different sensors, we develop solutions that give you full control of your mining process based on automated data acquisition and BI.		",Mining Tag
www.miningpeople.org,United States,cpm@ntelos.net,"
			Mining People Magazine, formerly Coal People, offers a unique blend of editorial and news serving the mining and aggregates industries. Available in print and online, it features news, technology, company profiles and human-interest articles.		",Mining People Magazine
www.minnpar.com,United States,None,None,MinnPar
www.mining-media.com,United States,None,None,Mining Media International
www.miningequipmentinc.com,United States,None,None,Mining Equipment Ltd.
www.minextech.com,United States,Dernt@minextech.com,"
			The mining and mineral extraction industry spends hundreds of millions of USD every year on outdated, inefficient, dangerous processing systems. We are here to change that.		",MineXTech LLC
www.minewise.com,Canada,info@minewise.com,"
			Since 1989, Minewise has provided leading-edge Inspection equipment, custom control systems, remote video systems and inspection services. Services include 3-D cavity scanning, HD video inspections, borehole analysis and much more.		",Minewise Technology Ltd.
www.mineware.com,Australia,None,"
			MineWare’s monitoring systems support surface mining operations around the world with actionable information to improve operator performance, mine compliance, production, maintenance and safety, while reducing cost.		",MineWare PTY LTD
www.minetec.cl,United States,None,None,MINETEC
www.minersnews.com,United States,None,None,Miners News
www.cpa-mpa.com,United States,None,None,Mineria Panamericana
www.mineraliindustriali.it/,Italy,mrizza@min-ind.it,"
			We are a manufacturer of machines and plants for raw materials treatment. We offer a complete solution from the geological survey of the deposit to the final realization of turnkey plants, engineering and designing each single process and machine.		",Minerali Industriali
www.minerelastomer.com,United States,None,None,Miner Elastomer Products
www.minemax.com,Australia,admin@minemax.com,"
			MineMax has helped mining companies optimize their strategy, streamline operations and maximize business value for more than 20 years. Our powerful, easy-to-use software makes developing and communicating high-value practical schedules intuitive and fast.		",MineMax
None,United States,paul.lucey@minevisionsystems.com,None,Mine Vision Systems
www.minesource.com,Canada,info@minesource.com,"
			Mine Source Auctions is a leading online marketplace for used mining equipment. Buy and Sell surplus mining equipment today. Dedicated to mining equipment. Free to list!		","Mine Source, Inc."
www.minerite.com,United States,None,"
			Mine Rite provides Overburden Truck Bodies, Gated Coal Bodies, “Elim-a-Gate” Coal Truck Bodies, Water Truck Tank Bodies,existing equipment attachment repair, custom fabrications, Maintenance Access Platforms, and Certified Maintenance Tooling.		",Mine Rite Technologies LLC
www.minecableservices.ca,Canada,sales@minecableservices.ca,"
			MCS designs and manufactures medium-voltage cable connections, cable repair equipment and cable handling systems. Based in Canada with distributors in Latin America, Europe and Asia, MCS provides for mining, oil and gas, and crane customers worldwide.		",Mine Cable Services Corp.
www.mincon.com,United States,None,"
			Mincon manufactures a range of state-of-the-art hammers and bits for a variety of industries. Mincon has a worldwide presence with offices in Ireland, Sweden, Poland, USA, Canada, Australia, South Africa, Ghana, Namibia and West Africa.		",Mincon Inc.
www.minalyze.com,Sweden,None,"
			Minalyze develops advanced analytical instruments for scanning drill samples.		",Minalyze AB
www.milspecind.com,United States,carriem@gehr.com,"
			Milspec Industries has one of the best extension cord products with safety features built it. CGM - continuous ground monitoring, pro lock connectors, molded welding machine cords and custom print.		",Milspec Industries
www.millertechnology.com,Canada,mtsales@millertechnology.com,"
			Miller Technology Inc. Established in 1979, ISO 9001:2008 registered, is a privately owned and operated Canadian business located in North Bay, Ontario, that specializes in mobile and utility equipment for the mining and tunneling industry.		",Miller Technology
www.millerproducts.net,United States,sales@millerproducts.net,"
			Miller Lifting Products, founded in Pomona, California in 1935, manufactures top quality lifting components for use with wire rope. Miller's product line includes bearing swivels, hook blocks, overhaul ball assemblies, and forged lifting hooks.		",Miller Lifting Products
www.paratech.us,United States,paratech@paratech.us,"
			Paratech Inc. is the US manufacturer of MAXIFORCE® Air lifting Bags and Rescue Support Systems. These tools will decrease down time, improve safety and increase your bottom line! Check us out at Booth Number 27722.		","Paratech, Inc."
www.peaklighting.com.tw,Taiwan,john@peaklighting.com.tw,"
			Peak Lighting designs, engineers and manufactures high-quality industrial LED lighting products. We offer leading-edge technology, reliability and consistency through a structured research and development process.		",Peak Lighting Corporation
www.petersonfilters.com,United States,None,None,Peterson Filters Corp.
www.phoenixlighting.com,United States,None,None,"Phoenix Products Company, Inc."
www.pitandquarry.com,United States,None,"
			Since 1916, Pit & Quarry has served the multibilliondollar aggregates mining industry. Covering the very latest in equipment and technology used by producers of crushed stone, sand and gravel to increase productivity, profits and solve problems.		",Pit & Quarry Magazine
www.polarislabs.com,United States,None,None,Polaris Laboratories LLC
www.ppipella.com,United States,None,None,Precision Pulley & Idler
www.profileproducts.com,United States,None,None,Profile Products
www.pultrusiontech.com,Canada,None,None,Pultrusion Technique Inc.
www.ptpsystems.com,United States,agupta@ptpsystems.com,"
			Distributor of high-quality products tailored toward the general industry. Products represented: Momento, Rivet King, Nex-o-Nar, Prevost and Sturtevant Richmont.		",PTP Systems
www.quakerchem.com,United States,info@quakerchem.com,"
			A leading supplier of QUINTOLUBRIC® hydraulic fluids, with an evolving portfolio. Quaker offers on-site expertise from engineers to chemists that supply solutions to improve safety, maximize efficiency and performance, and increase productivity.		",Quaker Chemical Corp.
www.radixeng.net,United States,None,"
			Radix combines engineering, software development, cybersecurity, and automation to provide its customers a customized solution.		",Radix Engineering and Software
www.rblrei-france.com,France,None,"
			RBL-REI is a supplier of bulk materials handling systems, and is a specialist of overland conveyors (CurvoducTM) with horizontal curves.		",RBL-REI
www.reflexnow.com,Canada,None,"
			Reflex is a leading provider of subsurface real-time intelligence solutions for mining. Technologies are acknowledged for their reliability, ease of use, accuracy and are complemented by expertise in geo-scientific data analysis and interpretation.		",Reflex Instruments North America Ltd.
www.regi.com,United States,None,"
			Renewable Energy Group, Inc. (REG) is a leading North American advanced biofuels producer and developer of renewable chemicals.		","Renewable Energy, Inc. (REG)"
www.rexnord.com,United States,None,"
			Rexnord keeps industry moving with a broad portfolio of products including gear drives, bearings, couplings, industrial chain, and a wide range of conveyor components. Rexnord products and services enhance the reliability of equipment used worldwide.		",Rexnord Industries
www.rimpull.com,United States,global@rimpull.com,"
			Rimpull is a medium-sized manufacturer of haulage vehicles that are custom engineered for the leaders in the mining and Arctic energy industries. Our formula for success is built on trust, quality, innovative design and personal attention.		",Rimpull Corporation
www.robit.fi,Finland,robit@robit.fi,"
			Robit is a Finnish company selling and servicing global customers in drilling consumables for mining, geothermal heating and cooling, construction, and tunneling industries. Business is divided into top hammer, down the hole and digital services units.		",Robit Plc
www.robarindustries.com,Canada,None,None,Robar Industries Ltd.
www.rneamericas.com,Canada,None,None,"RNE Pumps Americas, Inc."
www.rmipsl.com,United States,rmimining@armstrongfluidtechnology.com,"
			RMI is a global supplier of high-pressure pumping stations for powered roof supports and shearer water systems. Our products are well proven and offer the highest levels of reliability.		",RMI Pressure Systems Ltd.
www.RMCchina.com,Peoples Republic of China,cnforge@china.com,"
			RMC is a leading supplier and manufacturer of brazed carbide tools, road milling tools, auger parts, wear parts, trenching teeth, CNC machining parts, tub grinder tools, mining and tunneling tools, forge knife guards, gear boxes and transmission boxes.		",RMC China Quality Machine Parts Inc.
www.ritmoamerica.com,United States,info@ritmoamerica.com,None,Ritmo America LLC
www.riteidler.com,Canada,info@riteidler.com,"
			Rite Idler products are built better to last longer. Ranging from medium duty to extreme duty idlers, we have the ability to customize and provide high-quality replacement rolls to fit any conveyor frame without the use of adaptors. Well worth a visit.		",Rite Idler
www.rbauction.com,United States,None,"
			A global leader in asset management and disposition Ritchie Bros. helps companies around the world buy and sell billions of dollars of equipment each year via private treaty, live and online auctions, and online listings.		",Ritchie Bros.
www.rinstrum.com,United States,sales.usa@rinstrum.com,"
			Rinstrum excels in providing quality products and expert weighing advice. We are a global company who pride ourselves in developing successful long-term partnerships.		",Rinstrum Smart Weighing Solutions
www.ringspanncorp.com,United States,info@ringspanncorp.com,"
			Established in 1944, RINGSPANN is a multinational company focused on products for the mining industry. RINGSPANN is a leading manufacturer for high and low speed backstops, overrunning clutches, disc brakes, shrink discs, and flange couplings.		",Ringspann Corp.
www.rimex.com,United States,inquiries@rimex.com,"
			Celebrating its 40th anniversary of excellence, RIMEX is recognized as the premier manufacturer and innovator of wheels and rims for the world’s most challenging industrial applications.		",RIMEX
www.rigidrobotics.com,Canada,None,None,Rigid Robotics Inc.
www.rigidindustries.com,United States,info@rigidindustries.co,"
			Thanks to its unparalleled patented Hybrid, Specter & new Hyperspot optics and its torture-tested housings, Rigid Industries LED Lighting is a world leader in the forward projecting LED lighting industry.		",Rigid Industries
www.rieglusa.com,United States,None,"
			RIEGL delivers cutting-edge technology in terrestrial, mobile, and unmanned LiDAR scanning solutions. From purchase, to system integration, as well as training and support, RIEGL stands out as a leader in the mining industry.		",Riegl USA
www.richwood.com,United States,info@richwood.com,"
			Richwood designs innovative solutions for the worldwide bulk material handling industry. For more than 30 years the busiest mines in the world have put their confidence in our problem solving expertise.		",Richwood
www.richway.com,United States,info@richway.com,"
			Richway manufactures Cretefoamers, for the production of cellular concrete, and CMX, our foam concentrate. With 40 years of design and manufacturing experience, we have developed models ranging from lab size to large volume production machines.		",Richway Industries
www.ricelake.com,United States,prodinfo@ricelake.com,"
			Rice Lake Weighing Systems is an international leader in the manufacture and distribution of weight-related equipment. Rice Lake has an extensive offering for mining operations.		",Rice Lake Weighing Systems
www.rhinolinings.com,United States,sales@rhinolinings.com,"
			Rhino Linings® spray-on polyurethane and polyurea coatings help protect equipment and improve operating efficiency of mines. Our time-tested solutions stand up to extreme mining conditions and temperatures by creating durable, monolithic barriers.		",RHINO Linings Corporation
www.rfvalve.com,United States,None,None,"RF Valves, Inc."
www.resourceworld.com,Canada,irene@resourceworld.com,"
			Resource West, Inc. operates four business segments, including enhanced evaporation equipment; highcapacity, mobile, fluid-storage solutions; dust-control systems; and various ventilation systems including a line of MSHA-approved mining fans.		",Resource World Magazine
WWW.RESOLITE.COM,United States,None,"
			Manufacturer of corrosion-resistant roof and sidewall panels for building construction. Resolite panels are regularly used in the mining industry as a direct replacement for metal due to superior, long-lasting performance in corrosive atmospheres.		",Resolite
www.resourcewest.net,United States,None,"
			Resource West, Inc. operates four business segments, including enhanced evaporation equipment; high-capacity, mobile, fluid-storage solutions; dust-control systems; and various ventilation systems including a line of MSHA-approved mining fans.		","Resource West, Inc."
www.reservesystems.net,United States,reserve.systems@mindspring.com,"
			Showing new oil level control system, which also gives extended oil changes. New digital quick fill control system. New level pump monitoring system. New oil quality sensors that detect water and fuel in oil. New in hose low power heaters.		",Reserve Systems Inc.
www.resemin.com,Peru,resemin@resemin.com,"
			Strong, innovative, of simple design and yet uncomplicated drilling rigs for underground mining that offer reliability and the best return for your investment.		",RESEMIN
www.republicdiesel.com,United States,Mattg@republicdiesel.com,"
			Contact us for all your engine machining and undercarriage needs.		",Republic Diesel
www.rentzelgroup.com,United States,None,None,Rentzel Energy Equipment Company
www.renold.com,United States,None,"
			Renold Torque Transmission is an industry leading manufacturer of power transmission products. This includes our Large Holdbacks, Custom Gearboxes & Gearing, The Renold Hi-Tec Rubber in Compression Coupling, and Renold's Hydrastart Fluid Coupling.		",Renold Inc
www.renishaw.com,United States,usa@renishaw.com,"
			Renishaw is a global company with core skills in measurement and precision machining. Renishaw also offers a range of high-speed laser measurement and surveying systems designed for use in conditions where speed, accuracy and safety matter.		","Renishaw, Inc."
www.remcovsi.com,United States,None,None,REMco
www.reliablewheel.com,Canada,None,None,Reliable Wheel Products Ltd.
www.reliableindustries.com,United States,None,"
			Reliable Industries has been serving the mining, construction and power generation industries for more than 30 years. We supply engines, generators, components, parts, filtration and exhaust for our customers around the world.		",Reliable Industries
www.rmgmpls.com,United States,None,None,Reliability Management Group
www.reinforcedearth.com,United States,ContactUs@reinforcedearth.com,"
			The Reinforced Earth Company designs and supplies Reinforced Earth® (MSE) walls that are economical gravity structures with high strength, the flexibility to distribute loads evenly, and a wide variety of creative architectural finishes available.		","Reinforced Earth Co., The"
www.reinert-ritz.com,Germany,None,None,Reinert-Ritz GmbH
www.reichdrill.com,United States,sales@reichdrill.com,"
			Through a unique combination of state-of-the-art engineering design and “ultra-high” production assembly areas, REICHdrill, Inc. has evolved into one of today’s leading OEM world class drill manufacturing companies.		","REICHdrill, Inc."
www.reidrilling.com,United States,None,None,REI Drilling Inc.
www.reg-technology.com,France,None,"
			We design and manufacture the valves for mining industry and other industries, such as gate valve, pinch valve, butterfly valve, diaphragm valve, globe valve, check valve, etc. They can be in: stainless/carbon/forged steel, HC, Inconel, UB6,Ti,DI, etc.		",REG Technology
www.reelcraft.com,United States,None,None,"Reelcraft Industries, Inc."
www.reefindustries.com,United States,ri@reefindustries.com,"
			Griffolyn® is designed to deliver unsurpassed containment and coverage protection. Custom fabrication up to an acre in size and in a wide range of material grades. Use Griffolyn® as custom pallet and stockpile covers.		","Reef Industries, Inc."
www.redvalve.com,United States,sales@redvalve.com,"
			Since 1953, Red Valve has been solving the most demanding flow control applications. We respond to our customer needs with quality valve products and services designed for the toughest mining applications.		",Red Valve Co. Inc.
www.reddogservices.com,United States,None,None,Red Dog Services
www.recoparts.com,United States,recoaz@recoparts.com,"
			RECO was established in 1995 as a family-owned, industrial mining OEM parts distributer servicing the Southwest. Today we have grown into a well diverse design, engineering, fabrication and maintenance company with work that spreads internationally.		",RECO Mining Solutions
www.rdoic.com,United States,None,"
			RDO Integrated Controls’ vision is: To be the leader in the positioning systems industry, and a total solutions provider for customers. This is accomplished by increasing customers’ profitability, and lowering customer’s risk.		",RDO Integrated Controls
www.rdhminingequipment.com,Canada,info@rdhminingequipment.com,None,RDH Mining Equipment
www.rct-global.com,United States,Lyle.Hobbs@rct-global.com,"
			RCT is an innovative smart technology company. We design, manufacture and deliver technology and service solutions to clients globally. We have 40 years of success, providing clients the advantage of increased profitability, productivity and safety.		",RCT
www.rcsindustrial.com,United States,rborup@rcsindustrial.com,None,RCS Industrial
www.rbcbearings.com,United States,None,"
			RBC Bearings provides our global industrial, aerospace, and defense customers with unique design solutions to complex problems and an unparalleled level of service, quality and support.		",RBC Bearings Inc.
www.rapat.com,United States,info@rapat.com,"
			Rapat Corporation is a designer and manufacturer of industrial material handling equipment. Our product line includes belt conveyors; both enclosed and conventional, bucket elevators, structural conveyor trusses and structural steel support towers.		",Rapat Corporation
www.ramsey.com,United States,None,"
			Auto Crane designs/manufacturers truck-mounted cranes/bodies/control technology and accessories. Eskridge is leader in solutions for gear drives, digger drive & brakes. Ramsey Winch is an industry leader for hydraulic and electric industrial/consumer winches.		",Ramsey Industries
www.ramrodequip.com,Canada,sales@ramrodequip.com,"
			For more than 30 years, RAMROD Equipment has designed and manufactured Mini Skid Loaders and attachments for construction, demolition, mining, fencing, agriculture, irrigation, and hundreds of other applications.		",Ramrod Equipment
www.ram-enterprise.com,United States,None,"
			Offering true turn-key services to the mining industry; surface and underground. Fabrication, construction, conveyor belt installation, process maintenance, electrical and specialty coating and lining services. Sales and service of conveyor components.		",RAM Enterprise Inc.
www.rajant.com,United States,None,"
			Rajant Corporation is a world-class provider of private wireless networks with successful and proven deployments in the world’s toughest mines. Rajant's high-performance networks are secure, robust and scalable.		",Rajant Corporation
www.raisebor.com,United States,rsidwell@raisebor.com,"
			Raisebor is one of the oldest and largest raise boring shaft contractors in the USA. We have the capabilities and expertise to install shafts from 2' in diameter up to 26' in diameter and at depths up to 3,500'.		","Raisebor, a div. of Cowin & Co. Inc."
www.railveyor.com,Canada,None,None,Rail-Veyor Technologies Global  Inc.
www.radwin.com,Israel,marketing@radwin.com,"
			RADWIN is a leading provider of ultra-high capacity wireless broadband solutions (PtP, PtMP, FiberinMotion® Mobility) for surface and underground mines addressing existing & future connectivity needs for FMS, Autonomous haulage & remote control.		",RADWIN
www.raedervogel.de,Germany,None,None,RÄDER-VOGEL Räder- und Rollenfabrik GmbH & Co. KG
www.radtorque.com,Canada,info@radtorque.com,"
			A leading manufacturer of pneumatic, battery powered, and electronic pistol grip torque wrenches. Our advanced products have proven to be successful all over the world in such industries as mining, oil and gas, petrochemical, and aerospace.		",RAD Torque Systems
www.raasmusa.com,United States,info@raasmusa.com,"
			Established in 2008, it is the U.S. subsidiary of RAASM SpA. (est. 1975), an Italian leading manufacturer specializing in the production of quality lubrication systems and equipment to meet the needs of mining and numerous other industries.		",Raasm USA Inc.
www.rtekindustrial.com,United States,judy.rooker@rtekindustrial.com,"
			With more than 40 years of experience in conveyor belting manufacturing, R-Tek International LLC fabricates the highest quality conveyor belts for almost every application.		",R-Tek International LLC
None,Peoples Republic of China,None,None,"Qufu Zhuoyue Heavy Industry Science & Technology Co., Ltd."
www.rsranodes.com,United States,None,"
			Manufacturer of lead rolled anodes for the electrowinning and electrorefining mining industry.		",Quemetco Metals Ltd.
www.qualitymagnetite.com,United States,info@qualitymagnetite.com,"
			Quality Magnetite is a leading supplier of magnetite (black iron oxide-Fe3O4) to the coal industry for DMS. From our facilities in W. Virginia, Indiana and Alabama, we can supply the quality solution for any need.		","Quality Magnetite, LLC"
www.qccanada.com,Canada,GlobalSales@qccanada.com,"
			Based out of Vancouver, Canada, QCCANADA has been building tire chains for the mining, transport and forestry industries since 1973.		",Quality Chain Canada
www.quakewrap.com,United States,None,None,"QuakeWrap, Inc."
www.qsppackers.com,United States,info@qsppackers.com,"
			Manufacturer and supplier of inflatable wireline packers, pressure grout packers, environmental packers and mechanical packers. You have a special application, give us a call, and we will help you with your needs. Q=Quality S=Service P=Price Packers LLC.		",QSP Packers LLC
www.qps.ca,Canada,dadams@qps.ca,"
			QPS is a world leader in testing and certification of equipment used in hazardous locations. Recognized as being customer-friendly and ""Pro-Business"", we work in partnership with customers to provide solutions to their product approval needs.		",QPS Evaluation Services Inc.
www.qdsteelball.com,Peoples Republic of China,taihong01@grindball.com,"
			Taihong, a leading manufacturer of steel grinding media, just like high chrome grinding balls, forged grinding balls, grinding rods, cylpebs and ball mill wear parts. Established in 1981, to serve the cement, mineral processing, power plant, etc.		","Qingzhou Taihong Special Casting Steel Co., Ltd."
www.rubber6.com,Peoples Republic of China,None,None,"Qingdao Rubber Six Conveyor Belt Co., Ltd."
www.jiahuachem.com.cn,Peoples Republic of China,market@jiahuachem.com.cn,"
			We produce floatation reagents. Including xanthates (SIPX, PAX, SIBX), dithiophosphates (DTP), isoproyl ethyl xanthogen formate, iobutyl xanthogen ester, thionocarbamates (IPETC), hydroximic acid, and so on.		","Qingdao Jiahua Chemical Co., Ltd."
www.qdjggroup.com,Peoples Republic of China,dean@qdjggroup.com,"
			Qingdao J&G Intl Trading Co., Ltd. has forged a reputation as one of China’s largest and most-trusted exporter/manufacturers of all types of a “Multistar” branded rims, complete assemblies and components of rims.		","Qingdao J&G Intl. Trading Co., Ltd"
www.pwc.com,United States,None,None,PwC
www.putzmeister.es,United States,None,None,Putzmeister
www.pumpandabrasion.co.za,Republic of South Africa,None,None,Pump and Abrasion Technologies PTY (LTD)
www.psitechnologies.ca,Canada,None,None,PSI Technologies
www.prysmiangroup.com,United States,None,"
			Prysmian Group is world leader in the energy and telecom cable systems industry, with almost 140 years of experience, sales around €7.5 billion in 2015, more than 19,000 employees across 50 countries and 88 plants.		","Prysmian Power Cables and Systems USA, LLC"
www.Provix.net,Canada,None,"
			PROVIX -Canada's leading supplier of wireless video, remote control and vision enhancement camera systems including RFID proximity detection, radar sensors, LED equipment lighting and cameras. PROVIX.NET: increased safety and improved productivity!		",Provix
www.protoindustrial.com,United States,None,"
			Proto is committed to quality and safety making our tools durable enough to handle the constant rigors of the mining industry. With a wide breadth of line, mining pros can turn to Proto® for reliable, durable and industrial grade products.		",Proto Industrial Tools
www.proril.com,Taiwan,None,None,Proril Pumps Corp.
www.prominent.us,United States,sales@prominent.us,"
			ProMinent Fluid Controls, Inc. is a global manufacturer of chemical metering pumps and systems, process instrumentation, dry and liquid polymer systems, disinfection equipment and custom-packaged feed systems.		","ProMinent Fluid Controls, Inc."
www.promine.com,Canada,None,None,Promine
www.proheat.com,Canada,sales@proheat.com,"
			Proheat is a North American manufacturer of diesel- fired heavy-duty coolant and air heaters for on and off-road equipment. Our heaters provide engine and fluid preheat for idle reduction and crew comfort while ensuring easy cold starting.		",Proheat
